      age  Medu  Fedu  traveltime  studytime  failures  famrel  freetime  goout  Dalc  Walc  health  absences  G1  G2  G3  school_MS  sex_M  address_U  famsize_LE3  Pstatus_T  Mjob_health  Mjob_other  Mjob_services  Mjob_teacher  Fjob_health  Fjob_other  Fjob_services  Fjob_teacher  reason_home  reason_other  reason_reputation  guardian_mother  guardian_other  schoolsup_yes  famsup_yes  paid_yes  activities_yes  nursery_yes  higher_yes  internet_yes  romantic_yes
99   16.0     4     3           1          3         0       5         3      5     1     1       3         0   7   9   8      False  False       True        False       True        False        True          False         False        False       False          False         False        False         False              False             True           False           True        True      True           False         True        True          True         False
100  16.0     4     4           1          1         0       4         5      5     5     5       4        14   7   7   5      False   True       True        False       True        False       False           True         False        False       False           True         False        False          True              False             True           False           True        True      True            True         True        True          True         False
101  16.0     4     4           1          3         0       4         4      3     1     1       4         0  16  17  17      False   True       True        False       True        False       False           True         False        False       False          False          True        False          True              False            False           False          False        True     False            True         True        True          True          True
102  15.0     4     4           1          1         0       5         3      3     1     1       5         4  10  13  14      False   True       True        False       True        False       False           True         False        False        True          False         False        False         False              False             True           False          False        True     False            True        False        True          True         False
103  15.0     3     2           2          2         0       4         3      5     1     1       2        26   7   6   6      False  False       True        False       True        False       False           True         False        False        True          False         False         True         False              False             True           False           True        True      True           False         True        True          True         False
104  15.0     3     4           1          2         0       5         4      4     1     1       1         0  16  18  18      False   True       True        False      False        False       False           True         False        False        True          False         False        False         False              False             True           False          False        True      True            True         True        True          True         False
105  15.0     3     3           1          4         0       4         3      3     1     1       4        10  10  11  11      False  False       True        False      False        False        True          False         False         True       False          False         False        False         False               True            False           False           True       False     False           False         True        True         False         False
106  15.0     2     2           1          4         0       5         1      2     1     1       3         8   7   8   8      False  False       True        False       True        False        True          False         False        False        True          False         False        False         False              False             True           False           True        True      True           False         True        True          True         False
107  16.0     3     3           1          3         0       5         3      3     1     1       5         2  16  18  18      False   True       True        False       True        False       False           True         False        False        True          False         False         True         False              False            False           False          False        True     False            True         True        True          True         False
108  15.0     4     4           4          4         0       1         3      5     3     5       1         6  10  13  13      False   True      False        False       True        False        True          False         False        False        True          False         False         True         False              False            False           False          False        True      True            True         True        True          True          True
109  16.0     4     4           1          3         0       5         4      5     1     1       4         4  14  15  16      False  False       True         True       True         True       False          False         False         True       False          False         False        False          True              False             True           False          False        True      True            True         True        True          True          True
110  15.0     4     4           1          1         0       5         5      3     1     1       4         6  18  19  19      False   True       True         True      False        False       False          False          True        False       False          False          True        False         False              False             True           False          False       False     False            True         True        True          True         False
111  16.0     3     3           1          3         1       4         1      2     1     1       2         0   7  10  10      False  False      False        False       True        False       False           True         False        False        True          False         False        False         False               True            False           False           True        True     False            True         True        True          True         False
112  16.0     2     2           1          2         1       3         1      2     1     1       5         6  10  13  13      False  False       True        False       True        False       False          False         False        False        True          False         False         True         False              False             True           False           True       False     False            True         True        True          True         False
113  15.0     4     2           1          1         0       3         5      2     1     1       3        10  18  19  19      False   True       True         True       True        False       False          False          True        False        True          False         False        False         False              False             True           False          False       False     False           False         True        True          True         False
114  15.0     2     1           1          2         0       5         4      2     1     1       5         8   9   9   9      False   True      False        False       True         True       False          False         False        False       False           True         False        False         False               True             True           False          False       False     False            True         True        True          True          True
115  16.0     4     4           1          2         0       5         4      4     1     2       5         2  15  15  16      False   True       True        False       True        False       False          False          True        False       False          False          True        False         False              False            False           False          False        True     False            True         True        True          True         False
116  15.0     4     4           2          2         0       4         4      3     1     1       2         2  11  13  14      False   True       True        False       True        False        True          False         False        False       False          False          True        False         False               True            False           False          False        True     False            True         True        True         False         False
117  16.0     3     3           2          1         0       5         4      2     1     1       5         0  13  14  13      False   True       True        False       True        False        True          False         False        False       False           True         False         True         False              False            False           False          False       False     False            True         True        True          True         False
118  17.0     1     3           3          2         1       5         2      4     1     4       5        20   9   7   8      False   True      False        False       True        False        True          False         False        False        True          False         False        False         False              False            False           False          False        True     False            True         True        True          True         False
119  15.0     3     4           1          1         0       3         4      3     1     2       4         6  14  13  13      False   True       True        False       True        False        True          False         False        False        True          False         False        False         False               True            False           False          False       False     False           False         True        True          True         False
120  15.0     1     2           1          2         0       3         2      3     1     2       1         2  16  15  15      False  False       True        False       True        False       False          False         False        False       False           True         False        False         False              False             True           False          False       False     False           False        False        True          True         False
121  15.0     2     2           1          4         0       5         5      4     1     2       5         6  16  14  15      False   True       True        False       True        False       False           True         False        False       False           True         False         True         False              False            False           False          False        True      True            True         True        True          True         False
122  16.0     2     4           2          2         0       4         2      2     1     2       5         2  13  13  13      False  False       True         True       True        False        True          False         False         True       False          False         False        False         False              False            False           False          False        True      True            True         True        True          True          True
123  16.0     4     4           1          1         0       3         4      4     1     4       5        18  14  11  13      False   True       True        False       True         True       False          False         False        False        True          False         False        False         False              False             True           False          False        True     False            True         True        True          True         False
124  16.0     2     2           1          2         0       5         4      4     1     1       5         0   8   7   8      False  False       True        False       True        False        True          False         False        False        True          False         False         True         False              False             True           False          False       False      True           False         True        True          True          True
125  15.0     3     4           1          1         0       5         5      5     3     2       5         0  13  13  12      False   True       True        False       True        False       False           True         False        False       False           True         False         True         False              False            False           False           True       False     False           False         True        True          True         False
126  15.0     3     4           1          2         0       5         3      2     1     1       1         0   7  10  11      False  False       True         True      False        False        True          False         False        False        True          False         False         True         False              False             True           False           True       False     False            True         True        True          True          True
127  19.0     0     1           1          2         3       3         4      2     1     1       5         2   7   8   9      False  False       True        False       True        False       False          False         False        False        True          False         False        False         False              False            False            True          False        True     False           False        False       False         False         False
128  18.0     2     2           1          1         2       3         3      3     1     2       4         0   7   4   0      False   True      False        False       True        False       False           True         False        False        True          False         False        False         False               True             True           False          False        True     False            True         True        True          True         False
129  16.0     4     4           1          1         0       3         5      5     2     5       4         8  18  18  18      False   True      False        False       True        False       False          False          True        False       False          False          True        False         False              False             True           False          False       False      True            True         True        True          True         False
130  15.0     3     4           2          3         2       4         2      2     2     2       5         0  12   0   0      False  False      False        False       True        False       False           True         False        False       False          False          True        False         False              False            False           False          False        True     False           False         True        True          True          True
131  15.0     1     1           3          1         0       4         3      3     1     2       4         0   8   0   0      False  False       True        False       True        False       False          False         False        False        True          False         False        False         False              False             True           False          False        True     False            True        False        True          True          True
132  17.0     2     2           1          1         0       3         4      4     1     3       5        12  10  13  12      False  False       True         True       True        False        True          False         False        False        True          False         False        False         False              False            False           False          False        True     False           False         True        True          True          True
133  16.0     3     4           1          1         0       3         2      1     1     4       5        16  12  11  11      False  False       True        False      False        False       False           True         False        False        True          False         False        False         False              False            False           False          False       False     False           False         True        True          True         False
134  15.0     3     4           4          2         0       5         3      3     1     1       5         0   9   0   0      False   True      False        False       True        False       False          False         False        False       False          False          True        False         False              False             True           False          False        True     False           False         True        True         False          True
135  15.0     4     4           1          3         0       4         3      3     1     1       5         0  11   0   0      False  False       True        False       True        False       False           True         False        False       False          False         False        False         False              False             True           False          False        True     False            True         True        True          True          True
136  17.0     3     4           3          2         0       5         4      5     2     4       5         0  10   0   0      False   True      False        False       True        False       False          False         False        False        True          False         False        False         False              False             True           False          False       False     False           False         True        True         False         False
137  16.0     3     3           2          1         2       4         3      2     1     1       5         0   4   0   0      False  False       True        False      False        False        True          False         False        False        True          False         False        False         False              False            False            True          False        True     False            True        False        True          True          True
138  16.0     1     1           1          2         1       4         4      4     1     3       5         0  14  12  12      False   True       True         True       True        False       False           True         False        False        True          False         False        False         False              False             True           False          False       False     False           False         True        True         False          True
139  15.0     4     4           2          1         0       4         3      2     1     1       5         0  16  16  15      False  False       True        False       True        False       False          False          True        False       False          False          True        False         False              False             True           False          False       False     False            True         True        True          True         False
140  15.0     4     3           2          4         0       2         2      2     1     1       3         0   7   9   0      False   True       True        False       True        False       False          False          True        False       False           True         False        False         False              False            False           False           True        True     False           False         True        True          True         False
141  16.0     2     2           2          1         2       2         3      3     2     2       2         8   9   9   9      False   True       True         True       True        False       False           True         False        False       False           True         False        False         False               True            False           False          False        True     False            True         True        True          True         False
142  15.0     4     4           1          3         0       4         2      2     1     1       5         2   9  11  11      False  False       True        False       True        False       False          False          True        False       False           True         False        False         False              False             True           False          False        True      True            True         True        True          True         False
143  16.0     1     1           1          1         0       3         4      4     3     3       1         2  14  14  13      False  False       True         True       True        False       False          False         False        False       False          False         False        False         False              False             True           False          False       False     False           False         True        True          True         False
144  17.0     2     1           1          1         3       5         4      5     1     2       5         0   5   0   0      False   True       True        False       True        False        True          False         False        False        True          False         False         True         False              False             True           False          False        True     False           False         True        True          True         False
145  15.0     1     1           1          2         0       4         4      2     1     2       5         0   8  11  11      False  False       True        False       True        False        True          False         False        False       False           True         False        False         False              False            False           False          False        True      True           False         True        True          True         False
146  15.0     3     2           1          2         3       3         3      2     1     1       3         0   6   7   0      False  False       True        False       True         True       False          False         False        False       False           True         False         True         False              False            False           False          False        True     False           False         True        True          True         False
147  15.0     1     2           1          2         0       4         3      2     1     1       5         2  10  11  11      False  False       True        False       True        False       False          False         False        False        True          False         False        False         False              False             True           False          False        True      True           False        False        True          True         False
148  16.0     4     4           1          1         0       3         3      2     2     1       5         0   7   6   0      False   True       True        False       True        False       False          False          True        False       False          False          True        False         False              False             True           False          False        True     False           False         True       False          True          True
149  15.0     2     1           4          1         3       4         5      5     2     5       5         0   8   9  10      False   True       True         True      False        False       False           True         False        False        True          False         False        False         False              False             True           False          False       False     False           False         True        True          True         False
150  18.0     1     1           1          1         3       2         3      5     2     5       4         0   6   5   0      False   True       True         True       True        False        True          False         False        False        True          False         False        False         False              False             True           False          False       False     False           False         True       False          True          True
151  16.0     2     1           1          1         1       4         4      4     3     5       5         6  12  13  14      False   True       True         True       True        False       False          False         False        False        True          False         False        False         False              False             True           False          False       False     False            True         True        True         False          True
152  15.0     3     3           2          3         2       4         2      1     2     3       3         8  10  10  10      False  False      False        False       True        False       False           True         False        False       False           True         False        False         False               True            False            True          False        True      True            True         True        True          True          True
153  19.0     3     2           1          1         3       4         5      4     1     1       4         0   5   0   0      False   True       True        False       True        False       False           True         False        False       False          False         False         True         False              False             True           False          False        True     False           False         True       False          True          True
154  17.0     4     4           1          1         0       4         2      1     1     1       4         0  11  11  12      False  False       True        False       True        False        True          False         False        False       False          False          True        False         False              False             True           False           True        True     False           False         True        True         False          True
155  15.0     2     3           1          2         0       4         4      4     1     1       1         2  11   8   8      False   True      False        False       True        False       False          False         False        False       False           True         False        False         False              False             True           False           True       False      True            True         True        True         False         False
156  17.0     1     2           1          1         0       2         2      2     3     3       5         8  16  12  13      False   True      False         True       True        False        True          False         False        False        True          False         False        False         False               True             True           False          False       False     False           False         True        True         False         False
157  18.0     1     1           3          1         3       5         2      5     1     5       4         6   9   8  10      False  False      False        False       True        False       False          False         False        False        True          False         False        False         False              False             True           False          False        True     False            True        False        True         False         False
158  16.0     2     2           3          1         0       4         2      2     1     2       3         2  17  15  15      False   True      False        False       True        False       False          False         False        False        True          False         False        False         False              False             True           False          False       False     False           False        False        True         False         False
159  16.0     3     3           1          2         1       4         5      5     4     4       5         4  10  12  12      False   True       True        False       True        False        True          False         False        False       False           True         False        False         False              False            False           False          False        True      True           False         True        True          True          True
160  17.0     2     1           2          1         2       3         3      2     2     2       5         0   7   6   0      False   True      False         True       True        False       False          False         False        False        True          False         False        False         False              False             True           False          False       False     False            True         True       False          True          True
161  15.0     3     2           2          2         2       4         4      4     1     4       3         6   5   9   7      False   True      False        False       True        False        True          False         False        False        True          False         False        False         False              False             True           False           True        True     False           False         True        True          True          True
162  16.0     1     2           2          1         1       4         4      4     2     4       5         0   7   0   0      False   True       True         True       True        False        True          False         False        False        True          False         False        False         False              False             True           False          False       False     False            True         True        True         False         False
163  17.0     1     3           1          1         0       5         3      3     1     4       2         2  10  10  10      False   True       True        False       True        False       False          False         False        False       False           True         False        False         False              False            False           False          False       False     False           False         True       False          True         False
164  17.0     1     1           4          2         3       5         3      5     1     5       5         0   5   8   7      False   True      False         True       True        False        True          False         False        False       False           True         False        False         False              False             True           False          False       False     False            True         True       False         False          True
165  16.0     3     2           2          1         1       4         5      2     1     1       2        16  12  11  12      False   True       True        False       True        False       False           True         False        False       False           True         False        False         False              False             True           False          False        True     False            True        False       False         False         False
166  16.0     2     2           1          2         0       4         3      5     2     4       4         4  10  10  10      False   True       True        False       True        False        True          False         False        False        True          False         False        False         False              False            False           False          False       False     False           False         True       False          True         False
167  16.0     4     2           1          2         0       4         2      3     1     1       3         0  14  15  16      False  False       True        False       True         True       False          False         False        False       False           True         False         True         False              False            False           False          False       False      True           False         True        True          True          True
168  16.0     2     2           1          2         0       5         1      5     1     1       4         0   6   7   0      False  False       True        False       True        False        True          False         False        False        True          False         False         True         False              False             True           False          False        True      True           False        False        True          True         False
169  16.0     4     4           1          2         0       4         4      2     1     1       3         0  14  14  14      False  False       True        False       True         True       False          False         False         True       False          False         False        False         False               True             True           False          False        True      True           False         True        True          True          True
170  16.0     3     4           3          1         2       3         4      5     2     4       2         0   6   5   0      False   True       True        False       True        False        True          False         False        False        True          False         False        False         False              False            False           False          False        True     False            True        False        True          True         False
171  16.0     1     0           2          2         0       4         3      2     1     1       3         2  13  15  16      False   True       True        False       True        False        True          False         False        False        True          False         False        False         False               True             True           False          False        True      True            True         True        True          True          True
172  17.0     4     4           1          2         0       4         4      4     1     3       5         0  13  11  10      False   True       True         True       True        False       False          False          True        False        True          False         False        False         False               True             True           False          False        True      True            True         True        True          True         False
173  16.0     1     3           1          2         3       4         3      5     1     1       3         0   8   7   0      False  False       True        False       True        False       False          False         False        False       False           True         False         True         False              False             True           False          False       False     False            True        False        True          True          True
174  16.0     3     3           2          2         0       4         4      5     1     1       4         4  10  11   9      False  False       True         True       True        False        True          False         False        False        True          False         False        False         False               True             True           False          False        True      True            True         True        True          True         False
175  17.0     4     3           2          2         0       4         4      4     4     4       4         4  10   9   9      False   True       True         True       True        False       False          False          True        False        True          False         False        False         False              False             True           False          False       False      True            True         True        True          True         False
176  16.0     2     2           2          2         0       3         4      4     1     4       5         2  13  13  11      False  False       True        False       True        False       False           True         False        False        True          False         False        False         False               True             True           False          False       False      True            True        False        True          True         False
177  17.0     3     3           1          2         0       4         3      4     1     4       4         4   6   5   6      False   True       True        False       True        False        True          False         False        False        True          False         False        False         False               True            False           False          False       False     False            True        False        True          True         False
178  16.0     4     2           1          1         0       4         3      3     3     4       3        10  10   8   9      False   True      False        False       True        False       False          False          True        False       False           True         False        False          True              False             True           False          False        True     False            True         True        True          True          True
179  17.0     4     3           1          2         0       5         2      3     1     1       2         4  10  10  11      False   True       True        False       True        False        True          False         False        False        True          False         False        False         False              False             True           False          False        True     False            True         True        True          True          True
180  16.0     4     3           1          2         0       3         4      3     2     3       3        10   9   8   8      False   True       True        False       True        False       False          False          True        False        True          False         False         True         False              False             True           False          False        True      True            True         True        True          True         False
181  16.0     3     3           1          2         0       4         2      3     1     2       3         2  12  13  12      False   True       True        False       True        False       False           True         False        False        True          False         False         True         False              False             True           False          False       False      True            True         True        True          True          True
182  17.0     2     4           1          2         0       5         4      2     2     3       5         0  16  17  17      False  False       True        False       True        False       False           True         False        False       False           True         False        False         False               True            False           False          False        True     False            True         True        True         False         False
183  17.0     3     3           1          2         0       5         3      3     2     3       1        56   9   9   8      False  False       True         True       True        False        True          False         False        False        True          False         False        False         False               True             True           False          False        True     False            True         True        True          True          True
184  16.0     3     2           1          2         0       1         2      2     1     2       1        14  12  13  12      False  False       True        False       True        False        True          False         False        False        True          False         False        False         False               True             True           False          False        True      True           False         True        True          True         False
185  17.0     3     3           1          2         0       4         3      4     2     3       4        12  12  12  11      False   True       True        False       True        False       False           True         False        False       False           True         False        False          True              False             True           False          False        True     False            True         True        True          True          True
186  16.0     1     2           1          1         0       3         3      3     1     2       3         2  11  12  11      False   True       True        False       True        False       False           True         False        False       False           True         False        False          True              False             True           False          False        True      True            True         True        True          True          True
187  16.0     2     1           1          2         0       4         2      3     1     2       5         0  15  15  15      False   True       True         True       True        False        True          False         False        False        True          False         False        False         False              False             True           False          False       False      True            True         True        True          True          True
188  17.0     3     3           1          2         0       3         3      3     1     3       3         6   8   7   9      False  False       True        False      False         True       False          False         False        False        True          False         False        False         False               True             True           False          False        True     False           False        False        True          True          True
189  17.0     1     2           1          2         0       3         1      3     1     5       3         4   8   9  10      False   True      False        False       True        False       False          False         False        False        True          False         False         True         False              False             True           False          False       False     False           False         True        True         False         False
190  16.0     2     3           1          2         0       4         3      3     1     1       2        10  11  12  13      False  False       True        False       True        False       False           True         False        False       False           True         False        False         False              False             True           False          False       False     False           False         True        True          True         False
191  17.0     1     1           1          2         0       5         3      3     1     1       3         0   8   8   9      False  False       True        False       True        False       False          False         False        False       False           True         False        False         False              False             True           False          False       False     False            True         True        True          True         False
192  17.0     1     2           2          2         0       4         4      4     4     5       5        12   7   8   8      False   True       True        False       True        False       False          False         False        False       False           True         False        False          True              False            False            True          False       False      True            True        False        True          True         False
193  16.0     3     3           1          1         0       4         3      2     3     4       5         8   8   9  10      False   True      False        False       True        False       False           True         False        False       False           True         False        False         False               True             True           False          False        True     False            True         True        True          True         False
194  16.0     2     3           2          1         0       5         3      3     1     1       3         0  13  14  14      False   True       True        False       True        False        True          False         False        False        True          False         False         True         False              False            False           False          False       False     False           False         True        True          True         False
195  17.0     2     4           1          2         0       4         3      2     1     1       5         0  14  15  15      False  False       True         True       True        False       False           True         False        False       False           True         False        False         False              False            False           False          False       False     False            True         True        True          True          True
